id,District
42101006203,2
42101005728,2
42101000203,1
42101000210,1
42101000610,1
42101004030,1
42101001816,1
42101003610,1
42101004515,2
42101001411,1
42101004414,1
42101001615,1
42101003507,2
42101003802,1
42101003804,1
42101005617,2
42101003605,1
42101000802,1
42101001301,2
42101003810,1
42101003944,1
42101003436,1
42101003429,1
42101001118,1
42101004810,1
42101005030,2
42101001029,2
42101004523,2
42101002113,2
42101004210,2
42101000230,1
42101003702,1
42101004506,2
42101002723,1
42101000402,1
42101002123,2
42101003915,1
42101000836,1
42101002120,2
42101003814,2
42101002132,2
42101002122,2
42101003213,1
42101003117,1
42101002301,2
42101004020,1
42101002137,2
42101002401,1
42101002101,2
42101000107,1
42101000116,1
42101004502,2
42101005203,1
42101006211,2
42101003012,1
42101003420,1
42101004106,2
42101001202,2
42101002109,2
42101002408,1
42101002323,2
42101004114,2
42101006401,2
42101002306,2
42101005507,2
42101001507,1
42101002505,2
42101004310,1
42101004309,1
42101003817,2
42101000413,1
42101005118,1
42101005011,2
42101004521,2
42101002007,1
42101000117,1
42101001410,1
42101005419,2
42101001212,2
42101004224,2
42101004909,2
42101000906,2
42101003924,1
42101003918,1
42101001810,1
42101000405,1
42101005607,2
42101000853,1
42101006621,3
42101005317,2
42101003712,1
42101005718,2
42101001404,1
42101003927,1
42101006008,1
42101000219,1
42101000404,1
42101000711,2
42101003114,1
42101003113,1
42101005611,2
42101004819,1
42101004706,1
42101000504,1
42101000229,1
42101003940,1
42101005610,2
42101006204,2
42101003945,1
42101006017,1
42101002621,1
42101004302,2
42101002307,2
42101002005,1
42101006207,2
42101001102,1
42101001319,2
42101002009,1
42101001808,1
42101005810,2
42101004804,1
42101001017,2
42101000575,1
42101000417,1
42101003318,2
42101003107,1
42101002409,1
42101004611,1
42101005913,2
42101002108,2
42101002620,1
42101001220,2
42101006615,3
42101006502,2
42101001403,1
42101005515,2
42101000708,2
42101004812,1
42101004410,1
42101004011,1
42101004008,1
42101002807,1
42101004895,2
42101000717,1
42101003515,2
42101005819,2
42101002207,2
42101004813,1
42101005713,2
42101001401,1
42101004802,1
42101003609,1
42101004109,2
42101003103,1
42101003942,1
42101004222,2
42101002128,2
42101000704,2
42101003419,1
42101005601,2
42101006323,2
42101006314,2
42101003907,1
42101004914,2
42101003806,1
42101003906,1
42101003932,1
42101006404,2
42101005635,2
42101005829,3
42101005024,2
42101003212,1
42101006107,2
42101004313,1
42101000574,1
42101002623,1
42101000577,1
42101005418,2
42101002513,1
42101000308,1
42101001610,1
42101005017,2
42101005002,2
42101005220,1
42101006222,2
42101006209,2
42101001020,2
42101001086,1
42101004046,1
42101006509,2
42101005843,3
42101003701,1
42101005303,2
42101004703,1
42101003230,1
42101004001,1
42101000618,1
42101006501,2
42101004507,2
42101006631,3
42101002225,2
42101005123,1
42101002105,2
42101002709,1
42101002711,1
42101000903,2
42101003203,1
42101005710,2
42101006311,2
42101001909,1
42101001104,1
42101000310,1
42101002803,1
42101003314,2
42101002608,1
42101006515,2
42101006123,2
42101004525,2
42101005405,2
42101001714,2
42101001727,2
42101001117,1
42101001108,1
42101003432,1
42101001603,1
42101005110,1
42101000317,1
42101005511,2
42101003403,1
42101000830,1
42101006004,1
42101006014,1
42101003001,1
42101003914,1
42101002801,1
42101003219,1
42101000408,1
42101002124,2
42101001315,2
42101000715,2
42101004708,1
42101005903,2
42101004031,1
42101004050,1
42101002322,2
42101000204,1
42101000110,1
42101005411,2
42101001904,2
42101005126,1
42101000403,1
42101002406,1
42101000118,1
42101005640,2
42101003316,2
42101003320,2
42101000721,2
42101005812,3
42101000825,1
42101005835,3
42101005836,3
42101005519,2
42101005524,2
42101004922,2
42101004621,1
42101003102,1
42101001822,1
42101004520,2
42101002520,2
42101002315,2
42101000401,1
42101005209,1
42101005623,2
42101003939,1
42101005406,2
42101005404,2
42101003930,1
42101000314,1
42101002314,2
42101000511,1
42101000917,2
42101004610,1
42101005641,2
42101003306,2
42101000611,1
42101003946,1
42101003631,1
42101002610,1
42101003616,1
42101002202,2
42101002001,1
42101001516,1
42101004318,2
42101001405,1
42101005516,2
42101006202,2
42101004101,2
42101004519,2
42101002215,2
42101003302,2
42101005115,1
42101005313,2
42101002609,1
42101001088,1
42101006118,2
42101001613,1
42101001068,1
42101005523,2
42101000852,1
42101005525,2
42101005403,2
42101002816,1
42101002604,1
42101005814,2
42101005510,2
42101004005,1
42101004503,2
42101005842,2
42101002319,2
42101002512,2
42101000710,2
42101002104,2
42101001114,1
42101003713,1
42101003719,1
42101004320,2
42101004107,2
42101005504,2
42101002316,2
42101005807,3
42101003703,1
42101004710,1
42101004816,1
42101002317,2
42101002416,1
42101000809,1
42101003903,1
42101003908,1
42101002219,2
42101000716,2
42101000410,1
42101001119,1
42101000218,1
42101004026,1
42101003423,1
42101003435,1
42101002716,1
42101000233,1
42101006511,2
42101000316,1
42101004003,1
42101006219,2
42101004115,2
42101005225,1
42101004027,1
42101000220,1
42101000608,1
42101001216,2
42101005909,2
42101003308,2
42101004301,2
42101003413,1
42101000915,2
42101006304,2
42101005631,2
42101001510,1
42101006001,1
42101002405,1
42101000209,1
42101005727,2
42101005709,2
42101001085,1
42101001218,2
42101001221,2
42101001719,2
42101003440,1
42101005213,1
42101003634,1
42101003304,2
42101002102,2
42101005113,1
42101005102,1
42101000905,2
42101000908,2
42101003812,2
42101002212,2
42101002226,2
42101006005,1
42101003211,1
42101001806,1
42101004021,1
42101003620,1
42101002224,2
42101004404,1
42101005114,1
42101004201,2
42101003109,1
42101004905,2
42101004707,1
42101001702,2
42101002311,2
42101003943,1
42101000101,1
42101002414,1
42101002415,1
42101006109,2
42101000576,1
42101002509,2
42101005822,3
42101005826,2
42101002115,2
42101005805,3
42101005319,2
42101003910,1
42101001725,2
42101006608,3
42101005711,2
42101006322,2
42101005638,2
42101002004,1
42101000617,1
42101004609,1
42101004622,1
42101006635,3
42101003637,1
42101003529,2
42101001107,1
42101002504,2
42101003111,1
42101000206,1
42101004048,1
42101002612,1
42101005719,2
42101002309,2
42101004303,2
42101000418,1
42101001022,2
42101002302,2
42101004312,1
42101001204,2
42101002704,1
42101005410,2
42101004014,1
42101005509,2
42101005501,2
42101001807,1
42101003409,1
42101002810,1
42101005506,2
42101006644,3
42101002006,1
42101002141,2
42101000806,1
42101001004,2
42101003525,2
42101000519,1
42101004704,1
42101003517,2
42101000415,1
42101000804,1
42101004501,2
42101003916,1
42101002713,1
42101004608,1
42101004117,2
42101004918,2
42101001224,2
42101002703,1
42101000319,1
42101003228,1
42101000901,2
42101001519,1
42101004920,2
42101004217,2
42101001210,2
42101003209,1
42101005018,2
42101003231,1
42101001021,2
42101004121,2
42101004125,2
42101006639,3
42101004122,2
42101000835,1
42101002125,2
42101004017,1
42101005012,2
42101005005,2
42101004603,1
42101001001,2
42101001026,2
42101001811,1
42101006516,2
42101001305,2
42101004907,2
42101003441,1
42101005216,1
42101006218,2
42101004709,1
42101000801,1
42101005202,1
42101005401,2
42101006617,3
42101000223,1
42101006108,2
42101004711,1
42101005124,1
42101005109,1
42101001203,2
42101000838,1
42101002916,1
42101001508,1
42101000615,1
42101005090,1
42101002818,1
42101003208,1
42101005907,2
42101006411,2
42101005222,1
42101006206,2
42101000571,1
42101005522,2
42101004119,2
42101004103,2
42101005308,2
42101000909,2
42101002719,1
42101005615,2
42101005602,2
42101005422,2
42101005224,1
42101000841,1
42101004202,2
42101006623,3
42101005702,2
42101005910,2
42101005619,2
42101006315,2
42101005625,2
42101000705,2
42101002205,2
42101001916,1
42101004325,2
42101002313,2
42101005302,2
42101003210,1
42101005310,2
42101000605,1
42101006605,3
42101001015,2
42101003226,1
42101002404,1
42101003602,1
42101005707,2
42101000121,1
42101006407,2
42101006122,2
42101004885,2
42101002106,2
42101002913,1
42101003613,1
42101004024,1
42101002811,1
42101006629,3
42101005820,3
42101002617,1
42101005306,2
42101000318,1
42101001817,1
42101003438,1
42101002813,1
42101000411,1
42101001028,2
42101003641,1
42101005626,2
42101001111,1
42101003310,2
42101003112,1
42101004204,2
42101003913,1
42101004319,2
42101005013,2
42101000217,1
42101005813,2
42101003926,1
42101001609,1
42101003603,1
42101003205,1
42101006210,2
42101005320,2
42101001007,2
42101001717,2
42101001919,1
42101006324,2
42101000312,1
42101005023,2
42101004405,1
42101005214,1
42101006003,1
42101003002,1
42101003921,1
42101004112,2
42101002904,1
42101005916,2
42101000902,2
42101003639,1
42101000224,1
42101005616,2
42101003511,2
42101005205,1
42101002419,1
42101001605,1
42101001080,1
42101003008,1
42101001506,1
42101001116,1
42101006413,2
42101003305,2
42101006106,2
42101005613,2
42101002622,1
42101002412,1
42101003106,1
42101004216,2
42101001018,2
42101001201,2
42101005620,2
42101000414,1
42101001105,1
42101001317,2
42101003504,2
42101003502,2
42101002211,2
42101004705,1
42101005111,1
42101005121,1
42101003309,2
42101005009,2
42101000612,1
42101005528,2
42101001409,1
42101006306,2
42101005314,2
42101005802,3
42101006414,2
42101003003,1
42101006523,2
42101001010,2
42101003904,1
42101005107,1
42101000508,1
42101003527,2
42101003938,1
42101003503,2
42101002403,1
42101001005,2
42101001803,1
42101000222,1
42101000807,1
42101003640,1
42101002517,2
42101003635,1
42101003105,1
42101002503,2
42101003638,1
42101003017,1
42101004034,1
42101000105,1
42101002303,2
42101003425,1
42101003612,1
42101000913,2
42101002134,2
42101005614,2
42101004307,2
42101003917,1
42101004875,2
42101006309,2
42101002126,2
42101004620,1
42101006126,2
42101004213,2
42101002304,2
42101005608,2
42101005309,2
42101003324,2
42101004032,1
42101003816,2
42101004033,1
42101004049,1
42101003509,2
42101006410,2
42101003206,1
42101002911,1
42101001011,2
42101004116,2
42101006115,2
42101003624,1
42101001213,2
42101000602,1
42101004039,1
42101006012,1
42101004110,2
42101001726,2
42101006607,3
42101003524,2
42101005721,2
42101005720,2
42101001109,1
42101002110,2
42101000616,1
42101004402,1
42101006514,2
42101006403,2
42101001518,1
42101006220,2
42101001711,2
42101005920,2
42101001025,2
42101002606,1
42101003229,1
42101006602,3
42101004047,1
42101001057,1
42101000104,1
42101006007,1
42101006018,1
42101004916,2
42101003718,1
42101005902,2
42101005917,2
42101004321,2
42101003421,1
42101003422,1
42101005518,2
42101003313,2
42101003312,2
42101003307,2
42101005029,2
42101003526,2
42101004223,2
42101000406,1
42101000904,2
42101004823,1
42101002707,1
42101003912,1
42101003528,2
42101002203,2
42101002204,2
42101005628,2
42101000607,1
42101005409,2
42101001729,2
42101002201,2
42101006620,3
42101006213,2
42101003424,1
42101006226,2
42101001003,2
42101000320,1
42101003721,1
42101006642,3
42101006604,3
42101006508,2
42101006507,2
42101005503,2
42101006011,1
42101001308,2
42101002902,1
42101001217,2
42101005924,2
42101004007,1
42101005840,3
42101002140,2
42101001303,2
42101005408,2
42101005508,2
42101005420,2
42101005827,2
42101001716,2
42101001408,1
42101001721,2
42101006301,2
42101002136,2
42101001914,1
42101005844,2
42101001513,1
42101003430,1
42101004809,1
42101003818,2
42101003523,2
42101006113,2
42101004206,2
42101002817,1
42101003715,1
42101001708,2
42101002131,2
42101002601,1
42101002138,2
42101003607,1
42101003416,1
42101005127,1
42101004002,1
42101001601,1
42101006402,2
42101001103,1
42101003925,1
42101004911,2
42101005413,2
42101004604,1
42101003614,1
42101002223,2
42101001728,2
42101005520,2
42101006614,3
42101004803,1
42101004023,1
42101000609,1
42101002206,2
42101002216,2
42101001322,2
42101002804,1
42101003716,1
42101002802,1
42101004815,1
42101005809,2
42101004821,1
42101001081,1
42101006632,3
42101004619,1
42101003431,1
42101005621,2
42101001106,1
42101003636,1
42101002114,2
42101002143,2
42101000523,1
42101005605,2
42101005312,2
42101001311,2
42101001813,1
42101000234,1
42101002112,2
42101006521,2
42101005704,2
42101003506,2
42101005637,2
42101001307,2
42101002918,1
42101000813,1
42101002808,1
42101003633,1
42101005415,2
42101006618,3
42101005706,2
42101005207,1
42101004870,2
42101006418,2
42101000817,1
42101004317,1
42101001715,2
42101006214,2
42101001917,1
42101004822,1
42101000505,1
42101002221,2
42101000713,1
42101005019,2
42101000702,1
42101003531,2
42101003705,1
42101000301,1
42101001206,2
42101001604,1
42101000419,1
42101000214,1
42101002501,2
42101001821,1
42101001316,2
42101005803,3
42101006645,3
42101002002,1
42101000712,2
42101002318,2
42101002702,1
42101000211,1
42101006205,2
42101004203,2
42101002909,1
42101004806,1
42101006002,1
42101000811,1
42101000719,1
42101006225,2
42101004305,2
42101004304,2
42101000827,1
42101006634,3
42101004010,1
42101006224,2
42101004417,1
42101006630,3
42101004614,1
42101001219,2
42101003202,1
42101002908,1
42101003322,2
42101002515,1
42101004412,1
42101005412,2
42101006636,3
42101002708,1
42101004817,1
42101006606,3
42101006021,1
42101004416,1
42101002605,1
42101002116,2
42101003004,1
42101003321,2
42101001907,1
42101005618,2
42101002613,1
42101001304,2
42101001512,1
42101002145,2
42101005919,2
42101003216,1
42101003934,1
42101004814,1
42101006627,3
42101001019,2
42101003221,1
42101000701,1
42101003508,2
42101001903,2
42101005908,2
42101005502,2
42101004102,2
42101006319,2
42101002130,2
42101001101,1
42101002521,2
42101004219,2
42101004418,1
42101005513,2
42101001704,2
42101004601,1
42101000302,1
42101000232,1
42101005806,3
42101002210,2
42101002214,2
42101000103,1
42101006111,2
42101002914,1
42101006101,2
42101005322,2
42101003501,2
42101001501,1
42101000113,1
42101003617,1
42101003717,1
42101005106,1
42101004019,1
42101002320,2
42101006505,2
42101000515,1
42101006308,2
42101005612,2
42101001718,2
42101006638,3
42101006114,2
42101004616,1
42101000603,1
42101004613,1
42101001027,2
42101000102,1
42101000703,1
42101004322,2
42101001208,2
42101000831,1
42101005816,2
42101000108,1
42101005318,2
42101003933,1
42101001306,2
42101004820,1
42101002229,2
42101001812,1
42101003418,1
42101005636,2
42101004612,1
42101003014,1
42101003222,1
42101005020,2
42101001323,2
42101005512,2
42101005622,2
42101004415,1
42101000503,1
42101002118,2
42101002308,2
42101004042,1
42101003601,1
42101002522,2
42101000416,1
42101002907,1
42101005606,2
42101003408,1
42101005517,2
42101006127,2
42101006116,2
42101003622,1
42101004509,2
42101003510,2
42101001915,1
42101003707,1
42101002710,1
42101005122,1
42101005223,1
42101006510,3
42101006643,3
42101006105,2
42101002402,1
42101001314,2
42101005723,2
42101001009,2
42101006519,2
42101000303,1
42101005112,1
42101003319,2
42101006609,3
42101005311,2
42101001209,2
42101001312,2
42101006325,2
42101000514,1
42101004306,2
42101002508,2
42101003104,1
42101006013,1
42101005026,2
42101003411,1
42101005912,2
42101000912,2
42101004220,2
42101003819,2
42101004323,2
42101001511,1
42101003530,2
42101005316,2
42101001084,1
42101002440,1
42101002222,2
42101000840,1
42101000228,1
42101002718,1
42101006506,2
42101001309,2
42101000313,1
42101004051,1
42101003611,1
42101003415,1
42101001113,1
42101003606,1
42101003401,1
42101001509,1
42101005217,1
42101005105,1
42101004218,2
42101000507,1
42101001707,2
42101005001,2
42101005117,1
42101006518,2
42101000322,1
42101003317,1
42101004105,2
42101004045,1
42101005417,2
42101006624,3
42101005301,2
42101001514,1
42101005022,2
42101002023,1
42101004311,1
42101003919,1
42101000720,1
42101005315,2
42101004111,2
42101006625,3
42101002814,1
42101000409,1
42101002506,2
42101003909,1
42101004120,2
42101001211,2
42101002135,2
42101005630,2
42101000307,1
42101003220,1
42101003936,1
42101005505,2
42101000601,1
42101005101,1
42101001724,2
42101002514,1
42101001013,2
42101003522,2
42101002701,1
42101000570,1
42101002411,1
42101003621,1
42101000119,1
42101000604,1
42101001023,2
42101006321,2
42101002142,2
42101005801,3
42101003931,1
42101002208,2
42101005028,2
42101003923,1
42101003813,2
42101002705,1
42101006611,3
42101001908,1
42101001505,1
42101005081,1
42101002227,2
42101003706,1
42101006412,2
42101000315,1
42101004108,2
42101004921,2
42101005208,1
42101005715,2
42101001612,1
42101000914,2
42101000106,1
42101006022,1
42101000810,1
42101004205,2
42101005304,2
42101005815,3
42101004713,1
42101002618,1
42101002603,1
42101005514,2
42101002812,1
42101004607,1
42101004908,2
42101002905,1
42101003215,1
42101000111,1
42101004123,2
42101003627,1
42101006513,2
42101005724,2
42101001913,1
42101005226,1
42101005212,1
42101000572,1
42101000305,1
42101000407,1
42101006120,2
42101003519,2
42101004036,1
42101002519,1
42101005834,3
42101006208,2
42101005716,2
42101002714,1
42101004602,1
42101002510,2
42101006221,2
42101001112,1
42101000808,1
42101006124,2
42101005125,1
42101002611,1
42101005817,2
42101005632,2
42101006503,2
42101003204,1
42101002507,2
42101002139,2
42101006128,2
42101002511,2
42101005116,1
42101005119,1
42101006406,2
42101000839,1
42101000321,1
42101005526,2
42101005906,2
42101002910,1
42101001608,1
42101004805,1
42101001705,2
42101001820,1
42101000212,1
42101005701,2
42101005003,2
42101000520,1
42101006216,2
42101003521,2
42101003311,2
42101004419,1
42101005838,3
42101004221,2
42101006613,3
42101001722,2
42101004016,1
42101000421,1
42101000722,1
42101005839,3
42101001503,1
42101003902,1
42101000723,1
42101001709,2
42101001008,2
42101005703,2
42101000114,1
42101005905,2
42101004022,1
42101005722,2
42101003807,1
42101000832,1
42101002815,1
42101003218,1
42101003303,2
42101004038,1
42101005211,1
42101004522,2
42101002616,1
42101002619,1
42101006637,3
42101002011,1
42101002809,1
42101003618,1
42101004615,1
42101004406,1
42101002523,2
42101005414,2
42101004516,2
42101006408,2
42101005219,1
42101004411,1
42101002209,2
42101003006,1
42101004044,1
42101003518,2
42101004043,1
42101002516,2
42101003935,1
42101006015,1
42101005095,1
42101005014,2
42101004208,2
42101005725,2
42101006019,1
42101003604,1
42101006504,2
42101003513,2
42101000522,1
42101003532,2
42101006628,3
42101001302,2
42101005629,2
42101005915,2
42101001918,1
42101003404,1
42101000818,1
42101002220,2
42101001607,1
42101005901,2
42101001110,1
42101005305,2
42101000916,2
42101000834,1
42101000420,1
42101000816,1
42101005015,2
42101003801,1
42101002502,2
42101000306,1
42101005025,2
42101003920,1
42101004712,1
42101002722,1
42101005027,2
42101003217,1
42101004015,1
42101001617,1
42101002524,2
42101006009,1
42101004413,1
42101002218,2
42101003407,1
42101001012,2
42101002213,2
42101005705,2
42101006307,2
42101001222,2
42101004606,1
42101005708,2
42101004225,2
42101006317,2
42101000309,1
42101003427,1
42101005726,2
42101003402,1
42101001504,1
42101005416,2
42101002915,1
42101003619,1
42101004403,1
42101003720,1
42101004324,2
42101006417,2
42101003315,2
42101002418,1
42101006612,3
42101001606,1
42101005921,2
42101006646,3
42101005307,2
42101004118,2
42101003911,1
42101000213,1
42101004701,1
42101006619,3
42101003406,1
42101005204,1
42101006223,2
42101006616,3
42101004315,1
42101005228,1
42101002715,1
42101002008,1
42101006119,2
42101006603,3
42101000821,1
42101003442,1
42101005833,3
42101005717,2
42101002614,1
42101006520,2
42101005832,3
42101005323,2
42101002721,1
42101002720,1
42101002103,2
42045000990,6
42045003685,6
42045003950,6
42045002740,6
42045000970,6
42045000950,6
42045003620,6
42045000860,6
42045000980,6
42045002730,6
42045002720,6
42045003930,6
42045001520,6
42045001000,6
42045000960,6
42045003880,6
42045002990,6
42045003870,6
42045000810,6
42045001050,6
42045002960,6
42045003751,6
42045003920,6
42045003940,6
42045000940,6
42045003890,6
42045000740,6
42045003900,6
42045000870,6
42045000820,6
42045000930,6
42045003910,6
42045003630,6
42045002020,6
42045003580,6
42045003570,6
42045003590,6
42045001600,6
42045003730,6
42045003491,6
42045003760,6
42045003770,6
42045001530,6
42045003790,6
42045003800,6
42045003780,6
42045003600,6
42045003740,6
42045001610,6
42091001780,6
42045001590,6
42045003531,6
42045000750,6
42045003720,6
42045003555,6
42045003635,6
42045003670,6
42045003445,6
42045003480,6
42091001560,6
42045003710,6
42045003560,6
42045003660,6
42045003640,6
42045003610,6
42091001741,6
42091001580,6
42091001720,6
42091002060,6
42091001650,6
42091001630,6
42091001570,6
42091001732,6
42091001742,6
42091000035,5
42017001900,3
42017001950,3
42017002570,3
42017001920,3
42017001890,3
42017002690,3
42017000330,3
42017000340,3
42017002165,3
42017002280,3
42017002050,3
42017000310,3
42017002270,3
42017000285,3
42017000130,3
42017002830,3
42017001420,3
42017000300,3
42017001500,3
42017001220,3
42017001490,3
42017000070,3
42017000680,3
42017001740,3
42017000370,3
42017001510,3
42017001230,3
42017002400,3
42017001190,3
42017002820,3
42017001300,3
42017001840,3
42017000110,3
42017002010,3
42017001610,3
42017002600,3
42017001270,3
42017001905,3
42017000990,3
42017001160,3
42017002080,3
42017000470,3
42017000545,3
42017001130,3
42017001860,3
42017000020,3
42017002465,3
42017002800,3
42017001030,3
42017000887,3
42017000817,3
42017002530,3
42017002310,3
42017000010,3
42017000220,3
42017000165,3
42017000960,3
42017002350,3
42017000840,3
42017001590,3
42017002440,3
42017002640,3
42017002760,3
42017001310,3
42017002290,3
42017001290,3
42017002580,3
42017002610,3
42017002630,3
42017002750,3
42017000730,3
42017000630,3
42017000610,3
42017002560,3
42017000765,3
42017002420,3
42017002173,3
42017002195,3
42017001050,3
42017001200,3
42017001652,3
42017001810,3
42017001825,3
42017001570,3
42017000880,3
42017002850,3
42017000645,3
42017002330,3
42017001700,3
42017001530,3
42017000360,3
42017000180,3
42017000820,3
42017002390,3
42017002235,3
42017002190,3
42017002030,3
42017000420,3
42017001910,3
42017001100,3
42017001170,3
42017001755,3
42017001440,3
42017001240,3
42017002410,3
42017002742,3
42017002120,3
42017001850,3
42017002360,3
42017002710,3
42017002827,3
42017002510,3
42017000240,3
42017000790,3
42017001720,3
42017002460,3
42017001930,3
42017002070,3
42017000890,3
42017000200,3
42017002230,3
42017001708,3
42017000655,3
42017001380,3
42017002780,3
42017001775,3
42017000980,3
42017001785,3
42017002590,3
42017000805,3
42017001730,3
42017001710,3
42017002670,3
42017002840,3
42017000940,3
42017002150,3
42017002198,3
42017001765,3
42017001960,3
42017000120,3
42017000720,3
42017000090,3
42017000885,3
42017001560,3
42017000390,3
42017002812,3
42017001330,3
42017002340,3
42017001680,3
42017000535,3
42017001790,3
42017002090,3
42017002783,3
42017002825,3
42017001280,3
42017001040,3
42017002130,3
42017001940,3
42017002520,3
42017001430,3
42017001320,3
42017002245,3
42017002370,3
42017001990,3
42017002450,3
42017000040,3
42017000445,3
42017002000,3
42017001187,3
42017001970,3
42017001470,3
42017002380,3
42017001180,3
42017002323,3
42017000250,3
42017000320,3
42017001210,3
42017001060,3
42017000930,3
42017002770,3
42017001640,3
42017002620,3
42017002500,3
42017000515,3
42017000435,3
42017001706,3
42017002805,3
42017001360,3
42017000280,3
42017002237,3
42017000710,3
42017001690,3
42017002060,3
42017000050,3
42017001580,3
42017000985,3
42017001450,3
42017000860,3
42017000832,3
42017000380,3
42017002327,3
42017000290,3
42017001800,3
42017002220,3
42017002550,3
42017001305,3
42017001260,3
42017001340,3
42017000030,3
42017000920,3
42017001000,3
42017000780,3
42017001480,3
42017001350,3
42017000850,3
42017001370,3
42017000620,3
42017001540,3
42017000670,3
42017002140,3
