GEOID20,District
42003006000,12
42003000602,12
42003006020,12
42003006090,12
42003006410,12
42003000061,17
42003006110,12
42003006130,12
42003006150,12
42003006170,12
42003006190,12
42003008110,12
42003006210,12
42003000623,12
42003006230,12
42003000624,12
42003000625,12
42003006250,12
42003006270,12
42003006290,12
42003000631,17
42003006310,12
42003006330,12
42003006350,12
42003006370,12
42003006390,12
42003006400,12
42003006420,12
42003006440,12
42003006460,12
42003006480,12
42003000650,17
42003006500,12
42003006520,12
42003006540,12
42003006560,12
42003006580,12
42003000660,17
42003006600,12
42003006620,12
42003006640,12
42003006660,12
42003006665,12
42003006675,12
42003006680,12
42003006685,12
42003008120,12
42003000670,17
42003006700,12
42003006715,12
42003006720,12
42003006740,12
42003006760,12
42003006780,12
42003006860,12
42003006870,12
42003006880,12
42003006900,12
42003006920,12
42003007000,12
42003007020,12
42003007040,12
42003007060,12
42003007080,12
42003007100,12
42003000711,12
42003007120,12
42003007140,12
42003007160,12
42003007180,12
42003000720,12
42003007200,12
42003000721,12
42003007220,12
42003007240,12
42003007250,12
42003007270,12
42003007290,12
42003007310,12
42003007330,12
42003007350,12
42003007370,12
42003007390,12
42003007410,12
42003007430,12
42003007450,12
42003007470,12
42003007490,12
42003000750,17
42003007510,12
42003007540,12
42003007560,12
42003007580,12
42003000760,17
42003007600,12
42003007620,12
42003007640,12
42003007660,12
42003007680,12
42003000770,17
42003007700,12
42003000781,12
42003007810,12
42003007830,12
42003007870,12
42003007890,12
42003000791,12
42003007910,12
42003007930,12
42003007950,12
42003007970,12
42003007990,12
42003000801,12
42003008010,12
42003008030,12
42003008050,12
42003008070,12
42003008090,12
42003000081,17
42003008100,12
42003000811,12
42003008140,12
42003008160,12
42003008180,12
42003008200,12
42003000821,12
42003008210,12
42003008240,12
42003008260,12
42003008280,12
42003008300,12
42003000831,12
42003008320,12
42003008340,12
42003008360,12
42003008370,12
42003008390,12
42003000841,12
42003008410,12
42003008430,12
42003008450,12
42003008470,12
42003008490,12
42003000851,12
42003008510,12
42003008530,12
42003008550,12
42003008570,12
42003008590,12
42003000861,12
42003008610,12
42003008630,12
42003000865,12
42003008650,12
42003008670,12
42003009800,12
42003008690,12
42003000871,12
42003008710,12
42003008720,12
42003008730,12
42003008750,12
42003008770,12
42003008790,12
42003000881,12
42003008810,12
42003008830,12
42003008850,12
42003008870,12
42003008890,12
42003000891,12
42003008910,12
42003008930,12
42003008950,12
42003008970,12
42003008990,12
42003000901,12
42003009010,12
42003009030,12
42003009050,12
42003009070,12
42003009080,12
42003009090,12
42003000091,17
42003009110,12
42003009130,12
42003009150,12
42003009170,12
42003009190,12
42003000920,17
42003009210,12
42003009230,12
42003009810,12
42003009250,12
42003009270,12
42003009290,12
42003000930,17
42003009310,12
42003009330,12
42003009350,12
42003009370,12
42003009390,12
42003000940,17
42003009410,12
42003009430,12
42003009450,12
42003009470,12
42003009490,12
42003000950,17
42003009510,12
42003009530,12
42003009550,12
42003009570,12
42003009590,12
42003000961,17
42003009610,12
42003009630,12
42003009650,12
42003009670,12
42003009690,12
42003009710,12
42003009730,12
42003009740,12
42003009750,12
42003009760,12
42003009770,12
42003009780,12
42003009790,12
42003000980,17
42003009820,12
42003009840,12
42003009860,12
42003009880,12
42003000990,17
42003009900,12
42003009920,12
42003009940,12
42003009960,12
42003009980,12
4200300A000,12
4200300A020,12
4200300A040,12
4200300A150,12
4200300A060,12
4200300A080,12
4200300A120,12
4200300A100,12
4200300A130,12
4200300A170,12
4200300A190,12
4200300A210,12
4200300A230,12
4200300A250,12
4200300A270,12
4200300A290,12
4200300A310,12
4200300A330,12
4200300A350,12
4200300A375,12
4200300A390,12
4200300A415,12
4200300A480,12
4200300A500,12
4200300A520,12
4200300A540,12
4200300A560,12
4200300A580,12
4200300A600,12
4200300A620,12
4200300A660,12
4200300B490,12
4200300B520,12
4200300A680,12
4200300B130,12
4200300A700,12
4200300A720,12
4200300A740,12
4200300A760,12
4200300A780,12
4200300A800,12
4200300A820,12
4200300A840,12
4200300A860,12
4200300A870,12
4200300A890,12
4200300A910,12
4200300A930,12
4200300A950,12
4200300A970,12
4200300A990,12
4200300B010,12
4200300B030,12
4200300B050,12
4200300B070,12
4200300B090,12
4200300B110,12
4200300B150,12
4200300B170,12
4200300B190,12
4200300B210,12
4200300B230,12
4200300B250,12
4200300B270,12
4200300B290,12
4200300B310,12
4200300B330,12
4200300B350,12
4200300B370,12
4200300B390,12
4200300B410,12
4200300B430,12
4200300B450,12
4200300B470,12
4200300B480,12
4200300B500,12
4200300B510,12
4200300B530,12
4200300B540,12
4200300B560,12
4200300B580,12
4200300B600,12
4200300B620,12
4200300B640,12
4200300B660,12
4200300B680,12
4200300B700,12
4200300B720,12
4200300B740,12
4200300B760,12
4200300B780,12
4200300B800,12
4200300B820,12
4200300B840,12
4200300B860,12
4200300B880,12
4200300B900,12
4200300B920,12
4200300B940,12
4200300B960,12
4200300B980,12
4200300C040,12
4200300C050,12
4200300C070,12
4200300C080,12
4200300C120,12
4200300C140,12
4200300C160,12
4200300C220,12
4200300C240,12
4200300C260,12
4200300C280,12
4200300C300,12
4200300C320,12
4200300C360,12
4200300C380,12
4200300C400,12
4200300C420,12
4200300C440,12
4200300C460,12
4200300C480,12
4200300C540,12
4200300C560,12
4200300C580,12
4200300C600,12
4200300C620,12
4200300C640,12
4200300C660,12
4200300C680,12
4200300C700,12
4200300C840,12
4200300C720,12
4200300C740,12
4200300C750,12
4200300C770,12
4200300C790,12
4200300C810,12
4200300C830,12
4200300C860,12
4200300C880,12
4200300C900,12
4200300C920,12
4200300C940,12
4200300C960,12
4200300C980,12
4200300C990,12
4200300D010,12
4200300D030,12
4200300D050,12
4200300D070,12
4200300D090,12
4200300D140,12
4200300D160,12
4200300D180,12
4200300D200,12
4200300D220,12
4200300D240,12
4200300D260,12
4200300D280,12
4200300D300,12
4200300D310,12
4200300D320,12
4200300D340,12
4200300D360,12
4200300D380,12
4200300D400,12
4200300D420,12
4200300D440,12
4200300D460,12
4200300D480,12
4200300D500,12
4200300D520,12
4200300D540,12
4200300D560,12
4200300D580,12
4200300D600,12
4200300D620,12
4200300D640,12
4200300D660,12
4200300D710,12
4200300D730,12
4200300D750,12
4200300D770,12
4200300D790,12
4200300D810,12
4200300D830,12
4200300D850,12
4200300D870,12
4200300D890,12
4200300D910,12
4200300D930,12
4200300D950,12
4200300D970,12
4200300D980,12
4200300E000,12
4200300E010,12
4200300E020,12
4200300E030,12
4200300E032,12
4200300E034,12
4200300E036,12
4200300E038,12
4200300E040,12
4200300E045,12
4200300E050,12
4200300E055,12
4200300E125,12
4200300E060,12
4200300E070,12
4200300E065,12
4200300E075,12
4200300E080,12
4200300E085,12
4200300E090,12
4200300E100,12
4200300E105,12
4200300E110,12
4200300E115,12
4200300E120,12
4200300E130,12
4200300E135,12
4200300E140,12
4200300E145,12
4200300E151,12
4200300E181,12
4200300E190,12
4200300E200,12
4200300E210,12
4200300E220,12
4200300E230,12
4200300E270,17
4200300E280,17
4200300E290,17
4200300E334,17
4200300E333,17
4200300E331,17
4200300E310,17
4200300E300,17
4200300E320,17
4200300E330,17
4200300E332,17
4200300E342,17
4200300E346,17
4200300E351,17
4200300E356,17
4200300E361,17
4200300E366,17
4200300E371,17
4200300E381,17
4200300E425,17
4200300E435,17
4200300E445,17
4200300E455,17
4200300E465,17
4200300E475,17
4200300E485,17
4200300E495,17
4200300E505,17
4200300E515,17
4200300E525,17
4200300E535,17
4200300E545,17
4200300E555,17
4200300E565,17
4200300E575,17
4200300E585,17
4200300E595,17
4200300E605,17
4200300E615,17
4200300E625,17
4200300E635,17
4200300E645,17
4200300E655,17
4200300E665,17
4200300E675,17
4200300E685,17
4200300E695,17
4200300E705,17
4200300E715,17
4200300E725,17
4200300E735,17
4200300E745,17
4200300E770,17
4200300E780,17
4200300E791,17
4200300E810,17
4200300E815,17
4200300E841,17
4200300E850,17
4200300E870,17
4200300E880,17
4200300E891,17
4200300E901,17
4200300E931,17
4200300E940,17
4200300E950,17
4200300E960,17
4200300E970,17
4200300E980,17
4200300E990,17
4200300F000,17
4200300F010,17
4200300F020,17
4200300F030,17
4200300F041,17
4200300F060,17
4200300F700,17
4200300F070,17
4200300F080,17
4200300F090,17
4200300F100,17
4200300F101,17
4200300F102,17
4200300F110,17
4200300F120,17
4200300F130,17
4200300F140,17
4200300F141,17
4200300F150,17
4200300F160,17
4200300F170,17
4200300F171,17
4200300F172,17
4200300F180,17
4200300F190,17
4200300F200,17
4200300F201,17
4200300F202,17
4200300F210,17
4200300F220,17
4200300F230,17
4200300F240,17
4200300F241,17
4200300F250,17
4200300F260,17
4200300F270,17
4200300F280,17
4200300F281,17
4200300F290,17
4200300F300,17
4200300F310,17
4200300F320,17
4200300F331,17
4200300F351,17
4200300F371,17
4200300F392,17
4200300F395,17
4200300F398,17
4200300F399,17
4200300F405,17
4200300F409,17
4200300F412,17
4200300F415,17
4200300F435,17
4200300F464,12
4200300F462,12
4200300F526,12
4200300F470,12
4200300F480,12
4200300F490,12
4200300F522,12
4200300F500,12
4200300F510,12
4200300F529,12
4200300F520,12
4200300F524,12
4200300F528,12
4200300F530,12
4200300F561,17
4200300F570,17
4200300F580,17
4200300F585,17
4200300F600,17
4200300F610,17
4200300F620,17
4200300F630,17
4200300F641,17
4200300F661,17
4200300F680,17
4200300F690,17
4200300F710,17
4200300F720,17
4200300F730,17
4200300F740,12
4200300F760,17
4200300F810,12
4200300F770,17
4200300F780,17
4200300F790,12
4200300F820,12
4200300F830,12
4200300F840,12
4200300F891,17
4200300F900,17
4200300F921,17
4200300F940,17
4200300F950,17
4200300F960,17
4200300F981,12
4200300G000,12
4200300G011,12
4200300G030,12
4200300G041,12
4200300G060,12
4200300G070,12
4200300G080,12
4200300G150,12
4200300G081,12
4200300G110,12
4200300G082,12
4200300G090,12
4200300G120,12
4200300G100,12
4200300G111,12
4200300G130,12
4200300G140,12
4200300G171,12
4200300G160,12
4200300G170,12
4200300G180,12
4200300G190,12
4200300G200,12
4200300G210,17
4200300G220,17
4200300G230,17
4200300G240,12
4200300G250,12
4200300G260,12
4200300G271,17
4200300G281,17
4200300G291,17
4200300G301,17
4200300G311,17
4200300G320,17
4200300G323,17
4200300G325,17
4200300G330,12
4200300G341,12
4200300G360,12
4200300G370,12
4200300G380,12
4200300G400,12
4200300G410,12
4200300G420,12
4200300G430,12
4200300G440,12
4200300G450,12
4200300G460,12
4200300G470,12
4200300G540,12
4200300G480,12
4200300G490,12
4200300G500,12
4200300G510,12
4200300G520,12
4200300G530,12
4200300G550,12
4200300G560,12
4200300G570,12
4200300G580,12
4200300G590,17
4200300G600,17
4200300G611,17
4200300G645,17
4200300G621,17
4200300G630,17
4200300G640,17
4200300G650,12
4200300G660,12
4200300G670,12
4200300G680,12
4200300G690,12
4200300G700,12
4200300G710,12
4200300G730,12
4200300G740,12
4200300G750,12
4200300G760,12
4200300G770,12
4200300G780,12
4200300G790,12
4200300G800,12
4200300G810,12
4200300G820,12
4200300G830,12
4200300G840,12
4200300G850,12
4200300G852,12
4200300G854,12
4200300G856,12
4200300G858,12
4200300G860,12
4200300G871,12
4200300G881,12
4200300G891,12
4200300G901,12
4200300G910,12
4200300G920,12
4200300G931,17
4200300G940,17
4200300G951,17
4200300G960,17
4200300G970,17
4200300G981,17
4200300G991,17
4200300H011,17
4200300H021,17
4200300H031,17
4200300H051,17
4200300H070,17
4200300H080,17
4200300H091,17
4200300H101,17
4200300H111,17
4200300H121,17
4200300H135,12
4200300H155,12
42003005808,17
42003003233,17
42003005386,17
4200300F417,17
4200300F445,17
4200300F427,17
4200300F425,17
42005000015,15
42005000100,15
42005000112,15
42005000130,15
42005000140,15
42005000150,15
42005000160,15
42005000170,15
42005000180,15
42005000192,15
42005000202,15
42005000230,15
42005000242,15
42005000265,15
42005000270,15
42005000290,15
42005000030,15
42005000300,15
42005000310,15
42005000320,15
42005000330,15
42005000340,15
42005000350,15
42005000360,15
42005000370,15
42005000380,15
42005000392,15
42005000040,15
42005000410,15
42005000425,15
42005000440,15
42005000450,15
42005000460,15
42005000470,15
42005000480,15
42005000490,15
42005000050,15
42005000500,15
42005000510,15
42005000520,15
42005000532,15
42005000550,15
42005000560,15
42005000570,15
42005000580,15
42005000590,15
42005000060,15
42005000605,15
42005000620,15
42005000630,15
42005000640,15
42005000650,15
42005000660,15
42005000670,15
42005000680,15
42005000695,15
42005000075,15
42005000710,15
42005000720,15
42005000730,15
42005000740,15
42005000090,15
42007001005,17
42007001015,17
42007001025,17
42007001040,17
42007001055,17
42007001070,17
42007001080,17
42007000770,17
42007001095,17
42007001115,17
42007001125,17
42007001148,17
42007001165,17
42007001175,17
42007001185,17
42007001195,17
42007001200,17
42007001210,17
42007001220,17
42007001230,17
42007001240,17
42007001250,17
42007001260,17
42007001280,17
42007001270,17
42007001290,17
42007000780,17
42007001300,17
42007001310,17
42007001320,17
42007001330,17
42007001340,17
42007001350,17
42007001360,17
42007001370,17
42007001380,17
42007001390,17
42007001400,17
42007001410,17
42007001420,17
42007001430,17
42007001445,17
42007001460,17
42007001490,17
42007001470,17
42007001480,17
42007000015,17
42007001500,17
42007001510,17
42007000540,17
42007000500,17
42007001520,17
42007001535,17
42007000155,17
42007001550,17
42007001560,17
42007000036,17
42007000165,17
42007000175,17
42007000185,17
42007000195,17
42007000250,17
42007000095,17
42007000026,17
42007000265,17
42007000275,17
42007000290,17
42007000300,17
42007000310,17
42007000325,17
42007000335,17
42007000345,17
42007000355,17
42007000365,17
42007000375,17
42007000405,17
42007000420,17
42007000435,17
42007000440,17
42007000045,17
42007000055,17
42007000450,17
42007000460,17
42007000465,17
42007000490,17
42007000520,17
42007000005,17
42007000510,17
42007000530,17
42007000550,17
42007000560,17
42007000570,17
42007000580,17
42007000590,17
42007000600,17
42007000610,17
42007000620,17
42007000630,17
42007000640,17
42007000065,17
42007000650,17
42007000660,17
42007000670,17
42007000680,17
42007000695,17
42007000705,17
42007000710,17
42007000720,17
42007000735,17
42007000075,17
42007000750,17
42007000760,17
42007000808,17
42007000820,17
42007000830,17
42007000840,17
42007000850,17
42007000860,17
42007000875,17
42007000885,17
42007000905,17
42007000920,17
42007000930,17
42007000940,17
42007000950,17
42007000960,17
42007000975,17
42007000985,17
42007000995,17
42009000010,13
42009000100,13
42009000110,13
42009000120,13
42009000130,13
42009000140,13
42009000150,13
42009000160,13
42009000170,13
42009000180,13
42009000190,13
42009000020,13
42009000200,13
42009000210,13
42009000220,13
42009000230,13
42009000240,13
42009000250,13
42009000260,13
42009000390,13
42009000270,13
42009000280,13
42009000290,13
42009000030,13
42009000300,13
42009000310,13
42009000320,13
42009000330,13
42009000340,13
42009000355,13
42009000370,13
42009000380,13
42009000040,13
42009000400,13
42009000410,13
42009000420,13
42009000050,13
42009000065,13
42009000080,13
42009000090,13
42011000100,4
42011001000,6
42011001010,6
42011001020,6
42011001030,6
42011001040,6
42011001050,6
42011001060,6
42011001070,6
42011001080,6
42011001095,6
42011000110,9
42011001110,6
42011001120,6
42011001130,6
42011001140,6
42011001442,4
42011001145,6
42011001160,6
42011001170,6
42011001185,6
42011000120,9
42011001210,6
42011001220,6
42011001230,6
42011001240,6
42011001250,6
42011001260,6
42011001285,6
42011000730,4
42011000130,6
42011001305,6
42011001310,6
42011001330,6
42011001340,6
42011001350,6
42011001360,6
42011001370,6
42011001380,6
42011001390,4
42011000140,6
42011001398,6
42011000785,6
42011001418,6
42011001405,6
42011001412,6
42011001430,9
42011001438,4
42011001452,4
42011000406,4
42011001448,4
42011001460,6
42011001470,6
42011001477,9
42011001480,9
42011001485,9
42011001502,6
42011001487,9
42011000150,4
42011001510,6
42011001574,6
42011001576,6
42011001578,6
420111578P1,6
42011001520,6
42011001775,6
42011001795,6
42011001530,6
42011001572,6
42011001540,6
42011000260,6
42011001560,6
42011001550,6
42011001558,6
42011001579,6
42011001571,6
42011001580,6
42011001680,9
42011000160,4
42011001610,9
42011000430,9
42011001620,4
42011000580,4
42011001630,9
42011001640,9
42011001650,6
42011001660,6
42011001670,9
42011001694,4
42011001692,4
42011000070,4
42011000170,6
42011001700,9
42011001705,6
42011001715,6
42011001750,9
42011001760,9
42011001780,6
42011001770,6
42011001790,6
42011000180,6
42011000188,6
42011000192,6
42011000020,9
42011000200,9
42011000212,9
42011000208,9
42011001495,6
42011000220,4
42011000230,4
42011000240,6
42011000250,6
42011000280,6
42011000295,6
42011000270,6
42011000292,6
42011000032,4
42011000034,4
42011000301,4
42011000299,4
42011000310,4
42011000056,4
42011000320,4
42011000330,4
42011000340,4
42011000397,6
42011000355,6
42011000610,6
42011000358,6
42011000365,6
42011000388,6
42011000380,6
42011000395,6
42011000384,6
42011000392,6
42011000391,6
42011000393,6
42011000040,4
42011000402,4
42011000054,4
42011000058,4
42011000410,4
42011000570,4
42011000420,4
42011000440,9
42011000450,9
42011000460,4
42011000470,4
42011000480,9
42011000490,6
42011000051,4
42011000500,6
42011000052,4
42011000510,4
42011000520,4
42011000530,4
42011000540,4
42011000545,4
42011000090,4
42011000680,4
42011000590,4
42011000060,4
42011000600,6
42011000618,9
42011000628,4
42011000623,4
42011000646,4
42011000640,4
42011000652,4
42011000654,4
42011000662,4
42011000670,9
42011000690,4
42011000700,4
42011000710,6
42011000720,6
42011000742,4
42011000782,4
42011000750,4
42011000760,4
42011000767,4
42011000779,4
42011000770,4
42011000776,4
42011000771,4
42011000790,9
42011000080,4
42011000800,4
42011000810,4
42011000820,4
42011000830,9
42011000850,4
42011000860,6
42011000880,6
42011000885,6
42011000910,6
42011000920,6
42011000930,6
42011000940,6
42011000960,6
42011000970,6
42011000980,6
42011000990,6
42013000010,13
42013000100,13
42013000760,13
42013000110,13
42013000120,13
42013000150,13
42013000140,13
42013000130,13
42013000161,13
42013000171,13
42013000181,13
42013000020,13
42013000191,13
42013000210,13
42013000051,13
42013000220,13
42013000230,13
42013000240,13
42013000251,13
42013000261,13
42013000291,13
42013000030,13
42013000301,13
42013000321,13
42013000330,13
42013000340,13
42013000350,13
42013000370,13
42013000380,13
42013000390,13
42013000040,13
420130040P1,13
42013000400,13
42013000411,13
42013000421,13
42013000431,13
42013000450,13
42013000480,13
42013000460,13
42013000470,13
42013000496,13
42013000494,13
42013000492,13
42013000510,13
42013000520,13
42013000532,13
42013000556,13
42013000554,13
42013000542,13
42013000552,13
42013000560,13
42013000570,13
42013000580,13
42013000590,13
42013000600,13
42013000610,13
42013000630,13
42013000620,13
42013000650,13
42013000640,13
42013000660,13
42013000670,13
42013000680,13
42013000690,13
42013000070,13
42013000700,13
42013000710,13
42013000720,13
42013000730,13
42013000740,13
42013000750,13
42021000615,13
42013000770,13
42013000780,13
42013000790,13
42013000080,13
42013000800,13
42013000810,13
42013000820,13
42013000830,13
42013000840,13
42013000850,13
42013000860,13
42013000870,13
42013000880,13
42013000890,13
42013000090,13
42013000900,13
42013000910,13
42013000920,13
42013000930,13
42013000940,13
42013000950,13
42013000960,13
42013000970,13
42015000010,9
42015000100,9
42015000110,9
42015000120,9
42015000130,9
42015000140,9
42015000150,9
42015000160,9
42015000170,9
42015000180,9
42015000190,9
42015000020,9
42015000200,9
42015000210,9
